code,name,country,city
TAI,Al Janad,YE,Dhi as Sufal
TAJ,Tadji,PG,
TAK,Takamatsu Airport,JP,Takamatsu-shi
TAL,Ralph Calhoun,US,
TAM,Tampico International Airport,MX,Tampico
TAN,Tangalooma,AU,Woorim
TAO,Qingdao Liuting International Airport,CN,
TAP,Tapachula International Airport,MX,Tapachula
TAQ,Tarcoola,AU,Coober Pedy
TAR,M. A. Grottag,IT,Monteiasi
TAS,Yuzhny Airport,UZ,Tashkent
TAT,Poprad/Tatry Airport,SK,Svit
TAU,Tauramena,CO,Tauramena
TAV,Tau Island Airport,AS,Ta`u
TAW,Tacuarembo,UY,Tacuarembo
TAX,Taliabu,ID,Bobong
TAY,Tartu Airport,EE,Ulenurme
TAZ,Dashoguz,TM,Dasoguz
TBA,Tabibuga,PG,
TBB,Tuy Hoa Airport,VN,Tuy Hoa
TBC,Tuba City,US,Tuba City
TBD,Timbiqui,CO,Timbiqui
TBE,Timbunke,PG,Angoram
TBF,Tabiteuea North,KI,
TBG,Tabubil Airport,PG,
TBH,Romblon,PH,Tugdan
TBI,New Bright,BS,Arthur's Town
TBJ,Tabarka,TN,Tabarka
TBK,Timber Creek,AU,
TBL,Tableland,AU,
TBM,Tumbang Samba,ID,Halimaung Jaya (F-3)
TBN,Forney AAF,US,Fort Leonard Wood
TBO,Tabora Airport,TZ,Tabora
TBP,Capitan FAP Pedro Canga Rodriguez Airport,PE,Tumbes
TBQ,Tarabo,PG,
TBR,Statesboro-Bulloch County Airport,US,Statesboro
TBS,Tbilisi International Airport,GE,Didi Lilo
TBT,Tabatinga International Airport,BR,Tabatinga
TBU,Fua'amotu International Airport,TO,Vaini
TBV,Tabal,MH,Ailuk
TBW,Tambov Donskoye Airport,RU,Tambov
TBX,Tambelan Airport,ID,Pulo Batal
TBY,Tsabong,BW,Tshabong
TBZ,Tabriz Airport,IR,Tabriz
TCA,Tennant Creek,AU,Tennant Creek
TCB,Treasure Cay Airport,BS,Cooper's Town
TCC,Tucumcari,US,Tucumcari
TCD,Tarapaca,CO,Tarapaca
TCE,Tulcea,RO,Tulcea
TCF,Tocoa,HN,Tocoa
TCG,Tacheng,CN,Qaxa
TCH,Tchibanga,GA,Tchibanga
TCI,Terney Airport,RU,Terney
TCJ,Torembi Airport,PG,
TCK,Tinboli Airport,PG,Ambunti
TCL,Van De Graaf,US,Northport
TCM,McChord AFB,US,Steilacoom
TCN,Tehuacan,MX,San Isidro Vista Hermosa
TCO,La Florida Airport,CO,Tumaco
TCP,Taba International,EG,
TCQ,Tacna Airport,PE,Tacna
TCR,Tuticorin Airport,IN,Korampallam
TCS,Truth or Consequences,US,Truth or Consequences
TCT,Takotna,US,
TCU,Thaba Nchu,ZA,Thaba Nchu
TCV,Torch Cay Airport,BS,
TCW,Tocumwal,AU,Finley
TCX,Tabas,IR,Tabas
TCY,Terrace Bay,NA,Khorixas
TCZ,Tengchong Tuofeng Airport,CN,Tengyue
TDA,Trinidad,CO,San Luis de Palenque
TDB,Tetabedi,PG,
TDD,Teniente Jorge Henrich Arauz Airport,BO,Trinidad
TDG,Tandag,PH,Socorro
TDJ,Tadjoura,DJ,Tadjoura
TDK,Taldy-Kurgan,KZ,Taldykorgan
TDL,Tandil,AR,Tandil
TDN,Theda Station,AU,
TDO,Winlock,US,Winlock
TDP,Trompeteros,PE,Marigot
TDR,Theodore,AU,
TDS,Sasereme,PG,
TDT,Tanda Tula,ZA,
TDV,Tanandava,MG,Manja
TDW,Tradewind,US,Amarillo
TDX,Trat Airport,TH,Laem Ngop
TDZ,Toledo,US,Toledo
TEA,Tela,HN,Tela
TEB,Teterboro Airport,US,Moonachie
TEC,Telemaco Borba,BR,Telemaco Borba
TED,Thisted,DK,Hanstholm
TEE,Cheikh Larbi Tebessi Airport,DZ,Tebessa
TEF,Telfer Airport,AU,
TEG,Tenkodogo,BF,Tenkodogo
TEH,Tetlin,US,
TEI,Tezu,IN,Tezu
TEK,Tatitlek,US,
TEL,Telupid,MY,Ranau
TEM,Temora,AU,Junee
TEN,Tongren Airport,CN,Chatian
TEO,Terapo,PG,Kerema
TEP,Teptep,PG,
TEQ,Corlu,TR,Tekirdag
TER,Lajes Field,PT,Praia da Vitoria
TES,Tessenei,ER,Teseney
TET,Matundo Airport,MZ,Tete
TEU,Manapouri,NZ,Te Anau
TEV,Teruel Airport,ES,Cella
TEX,Telluride Regional,US,
TEY,Thingeyri,IS,Isafjoerdur
TEZ,Tezpur Airport,IN,Tezpur
TFB,Tifalmin,PG,
TFF,Tefe Airport,BR,Tefe
TFI,Tufi,PG,
TFL,Teofilo Otoni,BR,Teofilo Otoni
TFM,Telefomin,PG,
TFN,Tenerife North Airport,ES,La Laguna
TFR,Ramadan,EG,Al Khankah
TFS,Tenerife South Airport,ES,San Isidro
TFT,Taftan,PK,Khash
TFU,Chengdu Tianfu International Airport,CN,Jiancheng
TFY,Muhammad Taufiq Kiemas Airport,ID,Krui
TGA,Tengah Air Base,SG,Johor Bahru
TGB,Tagbita,PH,Susupu
TGC,Tanjung Manis Airport,MY,Sarikei
TGD,Podgorica Airport,ME,Mojanovici
TGE,Sharpe Field,US,Tuskegee
TGG,Sultan Mahmud Airport,MY,Kuala Terengganu
TGH,Tongoa,VU,
TGI,Tingo Maria,PE,Tingo Maria
TGJ,Tiga,NC,Tadine
TGK,Taganrog,RU,Taganrog
TGL,Tagula,PG,Samarai
TGM,Transilvania,RO,Sancraiu de Mures
TGN,La Trobe Regional,AU,Traralgon
TGO,Tongliao Airport,CN,Tongliao
TGP,Podkamennaya Tunguska Airport,RU,Podkamennaya Tunguska
TGQ,Tangara da Serra,BR,Nova Olimpia
TGR,Touggourt Airport,DZ,Touggourt
TGS,Chokwe,MZ,Chokwe
TGT,Tanga Airport,TZ,Tanga
TGU,Toncontin Airport,HN,Tegucigalpa
TGV,Targovishte,BG,Suedinenie
TGZ,Angel Albino Corzo International Airport,MX,Ignacio Allende
THA,Tullahoma/William Northern Field,US,
THB,Thaba-Tseka,LS,Bergville
THC,Tchien,LR,Zwedru
THD,Bai Thuong Airport,VN,Thi Tran Tho Xuan
THE,Teresina Airport,BR,Teresina
THG,Thangool,AU,
THH,Taharoa,NZ,Raglan
THI,Tichitt,MR,'Ayoun el 'Atrous
THK,Thakhek,LA,Thakhek
THL,Tachilek Airport,MM,Mae Sai
THM,Thompsonfield,US,Mexico
THN,Trollhattan Airport,SE,Trollhattan
THO,Thorshofn,IS,
THP,Hot Springs,US,Thermopolis
THQ,Maijishan,CN,Beidao
THR,Mehrabad International Airport,IR,Tehran
THS,Sukhothai Airport,TH,Si Samrong
THT,Tamchakett,MR,Kiffa
THU,Pituffik Airport,GL,
THV,York Airport,US,Valley View
THW,Harbour SPB,LK,
THX,Turukhansk Airport,RU,Turukhansk
THY,Thohoyandou,ZA,Thohoyandou
THZ,Tahoua,NE,Tahoua
TIA,Tirana International Airport,AL,Preze
TIB,Tibu,CO,Tibu
TIC,Tinak Island,MH,Arno
TID,Bouchekif Abde Al-hafidh Boussof,DZ,Tiaret
TIE,Tippi,ET,Tippi
TIF,Taif Airport,SA,Ta'if
TIG,Tingwon,PG,
TIH,Tikehau Atoll Airport,PF,
TII,Tirinkot,AF,Tarinkot
TIJ,Tijuana Airport,MX,Tijuana
TIK,Tinker AFB,US,Midwest City
TIL,Inverlake,CA,Bembridge
TIM,Timika Airport,ID,Mapurujaya
TIN,Tindouf Airport,DZ,Tindouf
TIO,Tilin,MM,Nay Pyi Taw
TIP,Tripoli International Airport,LY,Al 'Aziziyah
TIQ,Tinian International,MP,San Jose Village
TIR,Tirupati Airport,IN,Renigunta
TIS,Thursday Island,AU,
TIU,Timaru Airport,NZ,Timaru
TIV,Tivat Airport,ME,Tivat
TIW,Industrial,US,Wollochet
TIX,Space Coast Regional,US,Port Saint John
TIY,Tidjikja,MR,Tidjikja
TIZ,Tari Airport,PG,Tari
TJA,Capitan Oriel Lea Plaza Airport,BO,Tarija
TJB,Tanjung Balai,ID,Tanjungbalai
TJC,Ticantiki,PA,Nargana
TJG,Tanjung Warukin,ID,Simpang
TJH,Tajima,JP,Toyooka
TJI,Capiro,HN,Trujillo
TJK,Tokat,TR,Yesilyurt
TJL,Três Lagoas Airport,BR,Tres Lagoas
TJM,Roshchino International Airport,RU,Moskovskiy
TJN,Takume,PF,Atuona
TJQ,Bulutumbang Airport,ID,Tanjung Pandan
TJS,Tanjung Selor,ID,Tanjung Palas
TJU,Kulyab Airport,TJ,Kulob
TJV,Thanjavur,IN,Thanjavur
TKA,Talkeetna,US,
TKB,Tekadu,PG,
TKC,Tiko,CM,Mutengene
TKD,Takoradi Airport,GH,
TKE,Tenakee SPB,US,Sitka
TKF,Truckee-Tahoe,US,Truckee
TKG,Radin Inten II Airport,ID,Natar
TKH,Nakhon Sawan,TH,Takhli
TKI,Tokeen,US,
TKJ,Tok,US,
TKK,Chuuk International Airport,FM,Weno Town
TKL,Taku SPB,US,
TKM,El Peten,GT,
TKN,Tokunoshima,JP,Naze
TKO,Tlokoeng,LS,Mokhotlong
TKP,Takapoto,PF,
TKQ,Kigoma Airport,TZ,Kigoma
TKR,Thakurgaon,BD,Thakurgaon
TKS,Tokushima Awaodori Airport,JP,Narutocho-mitsuishi
TKT,Tak,TH,Tak
TKU,Turku Airport,FI,Turku
TKV,Tatakoto,PF,
TKW,Tekin,PG,Porgera
TKX,Takaroa,PF,Tautira
TKY,Turkey Creek,AU,
TKZ,Tokoroa,NZ,Tokoroa
TLA,Teller Airport,US,
TLB,Tarbela,PK,Khalabat
TLC,Toluca International Airport,MX,Toluca
TLD,Limpopo Valley,BW,Mathathane
TLE,Tulear,MG,Toliara
TLF,Telida,US,Y
TLG,Tulagi Island,SB,Tulaghi
TLH,Tallahassee International Airport,US,Tallahassee
TLI,Tolitoli,ID,Tolitoli
TLJ,Tatalina AFS,US,
TLK,Talakan,RU,Vitim
TLL,Tallinn Airport,EE,Tallinn
TLM,Zenata Airport,DZ,Remchi
TLN,Hyeres Airport,FR,
TLO,Tol,PG,
TLP,Tumolbil,PG,
TLQ,Turpan Jiaohe Airport,CN,Laochenglu
TLR,Mefford Field,US,Tulare
TLS,Toulouse-Blagnac Airport,FR,Blagnac
TLT,Tuluksak Airport,US,
TLU,Tolu,CO,Tolu
TLV,Ben Gurion International Airport,IL,Kefar Habad
TLW,Talasea,PG,
TLX,Talca,CL,Talca
TLY,Plastun Airport,RU,Plastun
TLZ,Catalao,BR,Catalao
TMA,Henry Tift Myers,US,Unionville
TMB,Tamiami,US,Country Walk
TMC,Tambolaka Airport,ID,Maredakamau
TMD,Timbedra,MR,Nema
TME,Gabriel Vargas Santos Airport,CO,Tame
TMF,Thimarafushi Airport,MV,Veymandoo
TMG,Tomanggong,MY,Lahad Datu
TMH,Tanahmerah,ID,Tanahmerah
TMI,Tumling Tar Airport,NP,
TMJ,Termez Airport,UZ,Tirmiz
TMK,Tamky,VN,Tam Ky
TML,Tamale Airport,GH,Tamale
TMM,Tamatave,MG,Toamasina
TMN,Tamana Island,KI,Toga Village
TMO,Tumeremo,VE,Guasipati
TMP,Tampere-Pirkkala Airport,FI,Pirkkala
TMQ,Tambao,BF,Tin-Akoff
TMR,Aguenar - Hadj Bey Akhamok Airport,DZ,Tamanrasset
TMS,Sao Tome Island Airport,ST,Sao Tome
TMT,Trombetas,BR,Abidos
TMU,Tambor Airport,CR,Paquera
TMW,Tamworth Airport,AU,Phillip
TMX,Timimoun Airport,DZ,Timimoun
TMY,Tiom,ID,Karubaga
TMZ,Thames,NZ,Thames
TNA,Jinan Yaoqiang International Airport,CN,Jinan
TNB,Tanah Grogot,ID,Tanahgrogot
TNC,Tin City Afs,US,
TND,Trinidad,CU,Trinidad
TNE,Tanegashima,JP,Nishinoomote
TNF,Toussus-le-noble,FR,Villiers-le-Bacle
TNG,Tangier Ibn Battouta Airport,MA,Boukhalef
TNH,Tonghua Sanyuanpu Airport,CN,Hulutao
TNI,Satna,IN,Satna
TNJ,Kidjang Airport,ID,Tanjungpinang
TNK,Tununak,US,
TNL,Ternopol,UA,Ternopil'
TNM,Teniente R. Marsh Martin,AQ,Stanley
TNN,Tainan Airport,TW,Tainan
TNO,Tamarindo,CR,Santa Cruz
TNP,Twentynine Palms,US,Twentynine Palms
TNQ,Teraina,KI,
TNR,Antananarivo Airport,MG,Antananarivo
TNS,Tungsten,CA,
TNT,Dade Collier,US,Miami
TNU,Newton Municipal Airport,US,Newton
TNV,Tabuaeran,KI,Napari Village
TNW,Jumandy,EC,
TNX,Stung Treng,KH,Stung Treng
TNZ,Tosontsengel,MN,Tosontsengel
TOA,Torrance Airport,US,Torrance
TOB,Tobruk,LY,Tobruk
TOC,Toccoa RG Letourneau Field,US,Toccoa
TOD,Tioman,MY,Kampung Tekek
TOE,Tozeur Airport,TN,Tozeur
TOF,Tomsk Airport,RU,Tomsk
TOG,Togiak Village,US,
TOH,Torres Airstrip,VU,
TOI,Troy Municipal Airport,US,Troy
TOJ,Torrejon AFB,ES,San Fernando de Henares
TOK,Torokina,PG,
TOL,Toledo Express Airport,US,Whitehouse
TOM,Tombouctou,ML,Timbuktu
TON,Tonu,PG,
TOO,San Vito,CR,San Vito
TOP,Philip Billard,US,Topeka
TOQ,Barriles,CL,Tocopilla
TOR,Torrington Municipal Airport,US,Torrington
TOS,Tromso/Langnes Airport,NO,Tromso
TOT,Coronie,SR,Totness
TOU,Touho,NC,Touho
TOV,West End SPB,VG,
TOW,Toledo,BR,Toledo
TOX,Tobolsk,RU,Tobol'sk
TOY,Toyama Airport,JP,Toyama-shi
TOZ,Touba,CI,Touba
TPA,Tampa International Airport,US,Egypt Lake-Leto
TPC,Tarapoa,EC,Montalvo
TPE,Taiwan Taoyuan International Airport,TW,Taoyuan City
TPF,Peter O'Knight,US,Tampa
TPG,Taiping,MY,Taiping
TPH,Tonopah Airport,US,
TPI,Tapini,PG,
TPJ,Taplejung Suketar,NP,
TPK,Tapaktuan,ID,Tapaktuan
TPL,Draughon-miller Central Texas Regional,US,Morgans Point Resort
TPN,Tiputini,EC,Pantoja
TPO,Tanalian Point,US,Anchor Point
TPP,Cad. FAP Guillermo del Castillo Paredes Airport,PE,Tarapoto
TPQ,Tepic Airport,MX,Tepic
TPR,Tom Price,AU,
TPS,Trapani-Birgi Airport,IT,Marsala
TPT,Tapeta,LR,Toulepleu Guere
TPU,Tikapur,NP,Tikapur
TPX,Tupai,PF,Faanui
TQD,Al Taqaddum AB,IQ,Al Fallujah
TQL,Tarko-Sale,RU,Tarko-Sale
TQN,Taluqan,AF,Taloqan
TQO,Aeropuerto Internacional de Tulum Felipe Carrillo Puerto,MX,Tulum
TQP,Trepell Airport,AU,
TQQ,Maranggo Airport,ID,Lasehao
TQR,San Domino Island,IT,Isole Tremiti
TQS,Tres Esquinas,CO,Solano
TRA,Tarama,JP,Hirara
TRB,Gonzalo,CO,Turbo
TRC,Francisco Sarabia International Airport,MX,Torreon
TRD,Trondheim Airport Vaernes,NO,Stjordal
TRE,Tiree Airport,GB,Barra
TRF,Torp Sandefjord Airport,NO,Sandefjord
TRG,Tauranga City Airport,NZ,Tauranga
TRH,Trona,US,Searles Valley
TRI,Tri-Cities Regional Airport,US,Spurgeon
TRJ,Tarakbits,PG,Mindiptana
TRK,Juwata International Airport,ID,Tarakan
TRL,Terrell Field,US,Terrell
TRM,Thermal,US,East Hemet
TRN,Turin Airport,IT,Caselle Torinese
TRO,Taree Airport,AU,Cundletown
TRP,Tree Point Heliport,US,
TRQ,Tarauaca,BR,Tarauaca
TRR,China Bay,LK,Trincomalee
TRS,Trieste - Friuli Venezia Giulia Airport,IT,Ronchi dei Legionari
TRT,Tremonton,US,Tremonton
TRU,Trujillo Airport,PE,Huanchaco
TRV,Trivandrum International Airport,IN,Thiruvananthapuram
TRW,Bonriki Airport,KI,Betio Village
TRX,Memorial,US,Trenton
TRY,Tororo,UG,Tororo
TRZ,Tiruchirapalli International Airport,IN,Tiruchirappalli
TSA,Taipei Songshan Airport,TW,Taipei
TSB,Tsumeb,NA,Tsumeb
TSC,Taisha,EC,Taisha
TSD,Tshipise,ZA,Messina
TSF,Treviso Airport,IT,Treviso
TSG,Intermediate,US,
TSH,Tshikapa,CD,Tshikapa
TSI,Tsili Tsili,PG,
TSJ,Tsushima Airport,JP,Busan
TSK,Taskul,PG,Kavieng
TSL,Tamuin,MX,Tamuin
TSM,Taos,US,Taos
TSN,Tianjin Binhai International Airport,CN,
TSO,Tresco,GB,Hugh Town
TSP,Kern County,US,Tehachapi
TSQ,Torres,BR,Torres
TSR,Timisoara Traian Vuia International Airport,RO,Giarmata-Vii
TSS,East 34th St Heliport,US,East Newark
TST,Trang Airport,TH,Trang
TSU,Tabiteuea South,KI,Temaiku Village
TSV,Townsville Airport,AU,Townsville
TSW,Tsewi,PG,
TSX,Tanjung Santan,ID,Bontang Baru
TSY,Tasikmalaya,ID,Jati
TSZ,Tsetserleg,MN,Jargalant
TTA,Tan Tan Airport,MA,Tan-Tan
TTB,Arbatax,IT,Tortoli
TTC,Taltal,CL,Taltal
TTD,Troutdale,US,La Center
TTE,Babullah Airport,ID,Ternate
TTG,Tartagal,AR,Tartagal
TTH,Thumrait,OM,Salalah
TTI,Tetiaroa Island,PF,Mahina
TTJ,Tottori Airport,JP,Tottori
TTL,Turtle Island,FJ,
TTM,Tablon De Tamara,CO,Pore
TTN,Trenton-Mercer Airport,US,Ewing
TTO,Britton Municipal Airport,US,Britton
TTQ,Tortuquero,CR,Cariari
TTR,Tana Toraja,ID,Tangratte
TTS,Tsaratanana,MG,
TTT,Taitung Airport,TW,Taitung City
TTU,Sania Ramel,MA,Tetouan
TTW,Tissa Tank,LK,Wattegama
TTX,Mungalalu Truscott Airbase,AU,
TUA,Tulcan,EC,Tulcan
TUB,Tubuai,PF,Moerai
TUC,Benj Matienzo,AR,San Miguel de Tucuman
TUD,Tambacounda,SN,Tambacounda
TUE,Tupile,PA,Nombre de Dios
TUF,Val de Loire Airport,FR,Parcay-Meslay
TUG,Tuguegarao Airport,PH,Carig
TUH,Arnold AFS,US,Tullahoma
TUI,Turaif Airport,SA,Turayf
TUJ,Tum,ET,Bako
TUK,Turbat Airport,PK,Turbat
TUL,Tulsa International Airport,US,Owasso
TUM,Tumut,AU,Tumut
TUN,Tunis-Carthage International Airport,TN,Ariana
TUO,Taupo Airport,NZ,Taupo
TUP,Tupelo Regional Airport,US,Tupelo
TUQ,Tougan,BF,Tougan
TUR,Tucurui,BR,Tucurui
TUS,Tucson International Airport,US,Summit
TUT,Tauta,PG,
TUU,Tabuk Regional Airport,SA,Tabuk
TUV,Tucupita,VE,Tucupita
TUW,Tubala,PA,Mulatupo
TUX,Tumbler Ridge,CA,Tumbler Ridge
TUY,Tulum,MX,Tulum
TUZ,Tucuma,BR,Tupa
TVA,Morafenobe,MG,Mahabe
TVC,Cherry Capital Airport,US,Traverse City
TVF,Thief River Falls Regional Airport,US,Thief River Falls
TVI,Thomasville Municipal Airport,US,Thomasville
TVL,South Lake Tahoe,US,South Lake Tahoe
TVS,Tangshan Sannuhe Airport,CN,Fengrun
TVU,Matei Airport,FJ,Lambasa
TVY,Dawe Airport,MM,Dawei
TWA,Twin Hills,US,
TWB,Toowoomba,AU,Wilsonton Heights
TWC,Tumxuk Tangwangcheng Airport,CN,Aqal
TWD,Port Townsend,US,Port Townsend
TWE,Taylor,US,
TWF,Magic Valley Regional Airport,US,Twin Falls
TWH,Two Harbors,US,Avalon
TWN,Tewantin,AU,Noosaville
TWP,Torwood,AU,
TWT,Tawitawi,PH,Bongao
TWU,Tawau Airport,MY,Tawau
TWY,Tawa,PG,
TWZ,Pukaki/Twizel,NZ,Pleasant Point
TXC,Balbasovo Air Base,BY,Orsha
TXE,Rembele Airport,ID,Simpang Teritit
TXF,Teixeira de Freitas Airport,BR,Teixeira
TXG,Taichung,TW,Taichung
TXK,Texarkana Municipal Airport,US,Texarkana
TXL,Tegel Airport,DE,Tegel
TXM,Teminabuan,ID,Teminabuan
TXN,Huangshan Tunxi International Airport,CN,Yiqi
TXR,Tanbar,AU,
TXU,Tabou,CI,Tabou
TYA,Tula,RU,Tula
TYB,Tibooburra,AU,
TYC,Taiyuan Yaocheng Airport,CN,Mengfeng
TYD,Tynda Airport,RU,Tynda
TYE,Tyonek,US,Nikiski
TYF,Torsby Airport,SE,Torsby
TYG,Thylungra,AU,
TYL,Captain FAP Victor Montes Arias Airport,PE,Talara
TYM,Staniel Cay,BS,Black Point
TYN,Taiyuan Wusu International Airport,CN,Xiaodian
TYP,Tobermorey,AU,
TYR,Tyler Pounds Regional Airport,US,Chandler
TYS,McGhee Tyson Airport,US,Alcoa
TYT,Treinta-y-Tres,UY,Treinta y Tres
TYZ,Taylor,US,Taylor
TZA,Municipal,BZ,Belize City
TZC,Tuscola Area,US,Caro
TZL,Tuzla International Airport,BA,Svojat
TZM,Tizimin,MX,Tizimin
TZN,South Andros,BS,Andros Town
TZO,Tsimiroro,MG,
TZX,Trabzon Airport,TR,Trabzon
UAB,Adana-Incirlik Airbase,TR,Yuregir
UAC,San Luis Rio Colorado,MX,San Luis Rio Colorado
UAE,Mount Aue,PG,Minj
UAH,Ua Huka,PF,
UAI,Suai,TL,Suai
UAK,Narsarsuaq Airport,GL,Narsaq
UAL,Luau,AO,Luau
UAM,Andersen AFB,GU,Hagatna Village
UAP,Ua Pou,PF,Taiohae
UAQ,San Juan Airport,AR,San Juan
UAR,Bouarfa,MA,
UAS,Samburu,KE,Isiolo
UAX,Uaxactun,GT,San Jose
UBA,Uberaba Airport,BR,Uberaba
UBB,Mabuiag Island,AU,
UBI,Buin,PG,Panguna
UBJ,Yamaguchi Ube Airport,JP,Ube
UBN,New Ulaanbaatar International Airport,MN,Zuunmod
UBP,Ubon Ratchathani International Airport,TH,Ubon Ratchathani
UBR,Ubrub,ID,
UBS,Lowndes County,US,Columbus
UBT,Ubatuba,BR,Ubatuba
UBU,Kalumburu,AU,
UCA,Oneida County,US,Clark Mills
UCB,Ulanqab Jining Airport,MN,Jining
UCC,Yucca Flat,US,Beatty
UCE,Eunice,US,Eunice
UCK,Lutsk,UA,Luts'k
UCN,Buchanan,LR,Buchanan
UCT,Ukhta Airport,RU,Sosnogorsk
UCY,Everett-Stewart,US,Union City
UDA,Undarra,AU,Ravenshoe
UDD,Bermuda Dunes,US,Bermuda Dunes
UDE,Volkel,NL,Uden
UDI,Uberlandia-Ten. Cel. Av. Cesar Bombonato Airport,BR,Uberlandia
UDJ,Uzhgorod,UA,Uzhhorod
UDN,Airfield,IT,Pasian di Prato
UDO,Udomxay,LA,Muong Xen
UDR,Maharana Pratap Airport,IN,Udaipur
UEE,Queenstown,AU,Queenstown
UEL,Quelimane Airport,MZ,Quelimane
UEN,Urengoy,RU,Urengoy
UEO,Kume-jima Airport,JP,Naha-shi
UER,Puertollano,ES,Puertollano
UES,Waukesha,US,Waukesha
UET,Quetta Airport,PK,Kot Malik
UFA,Ufa International Airport,RU,Avdon
UGA,Bulgan,MN,Bulgan
UGB,Ugashik Bay,US,
UGC,Urgench Airport,UZ,Urganch
UGI,Uganik,US,
UGL,Union Glacier Blue-Ice Runway,AQ,
UGN,Memorial,US,Waukegan
UGO,Uige,AO,Uige
UGS,Ugashik,US,
UGT,Umnugobitour,MN,Dalandzadgad
UGU,Zugapa,ID,Beoga
UHE,Kunovice,CZ,Uherske Hradiste
UHS,Aleksandrovsk-Sakhalinskiy Airport,RU,Aleksandrovsk-Sakhalinskiy
UHT,Ummahat Water Aerodrome,SA,
UIB,El Carano Airport,CO,Quibdo
UIH,Phu Cat Airport,VN,Qui Nhon
UII,Utila,HN,Corozal
UIK,Ust-Ilimsk,RU,Ust'-Ilimsk
UIL,Quillayute State,US,Forks
UIN,Quincy Municipal Airport,US,Payson
UIO,Mariscal Sucre International Airport,EC,Quito
UIP,Pluguffan Airport,FR,Pluguffan
UIQ,Quine Hill,VU,
UIR,Quirindi,AU,Quirindi
UIT,Jaluit Island,MH,Jabor
UIZ,Berz-Macomb,US,Utica
UJE,Ujae Island,MH,Ujae
UJN,Uljin,KR,Cheongsong gun
UJU,Uiju Airfield,KP,Uiju
UKA,Ukunda Airport,KE,Gazi
UKB,Kobe Airport,JP,Kobe
UKE,Utkela Airport,IN,Utkela
UKG,Ust-Kuiga,RU,Ust-Kuyga
UKH,Mukhaizna,OM,Hayma'
UKI,Ukiah,US,Ukiah
UKK,Ust-Kamenogorsk Airport,KZ,Belusovka
UKN,Waukon Municipal Airport,US,Waukon
UKR,Mukeiras,YE,Mukayras
UKS,Belbek,KX,Inkerman
UKT,Upper Bucks,US,Quakertown
UKU,Nuku,PG,
UKX,Ust-Kut Airport,RU,Ust'-Kut
UKY,Kyoto,JP,Kyoto
ULA,San Julian,AR,San Julian
ULB,Ulei,VU,Lakatoro
ULC,Los Cerrillos,CL,Lo Prado
ULD,Ulundi,ZA,Ulundi
ULE,Sule,PG,Kokopo
ULG,Ulgit,MN,OElgiy
ULH,Prince Abdul Majeed bin Abdulaziz Airport,SA,Al 'Ula
ULI,Ulithi,FM,Fais
ULK,Lensk Airport,RU,Lensk
ULL,Mull,GB,Isle Of Mull
ULM,New Ulm,US,New Ulm
ULN,Chinggis Khaan International Airport,MN,
ULO,Ulaangom,MN,Ulaangom
ULP,Quilpie,AU,
ULQ,Farfan,CO,Tulua
ULS,Mulatos,CO,Necocli
ULU,Gulu,UG,Gulu
ULV,Baratayevka,RU,
ULX,Ulusaba,ZA,Thulamahashi
ULY,Ulyanovsk Vostochny Airport,RU,Isheyevka
ULZ,Uliastai,MN,Uliastay
UMA,Punta De Maisi,CU,Maisi
UMB,North Shore,US,
UMC,Umba,PG,
UMD,Uummannaq,GL,Uummannaq
UME,Umea Airport,SE,Umea
UMI,Quincemil,PE,Quince Mil
UMM,Summit,US,Healy
UMR,Woomera,AU,Roxby Downs
UMS,Ust-Maya,RU,Ust-Maya
UMT,Umiat,US,
UMU,Ernesto Geisel,BR,Umuarama
UMY,Sumy,UA,Sumy
UMZ,Mena Intermountain Municipal Airport,US,Mena
UNA,Una,BR,Una
UNC,Unguia,CO,Ungia
UND,Kunduz,AF,Kunduz
UNE,Qachas Nek,LS,Zastron
UNG,Kiunga,PG,Kiunga
UNI,Union Island,VC,
UNK,Unalakleet Airport,US,
UNN,Ranong Airport,TH,Ranong
UNR,Underkhaan,MN,Undurkhaan
UNS,Umnak,US,Unalaska
UNT,Baltasound,GB,
UNU,Dodge County,US,Juneau
UOA,Mururoa Airstrip,PF,
UOL,Buol,ID,Kali
UON,Muong Sai,LA,Muang Xay
UOS,Franklin County,US,Sewanee
UOX,University-Oxford,US,University
UPA,Punta Alegre,CU,Chambas
UPB,Playa Baracoa,CU,Bauta
UPG,Sultan Hasanuddin International Airport,ID,Makassar
UPL,Upala,CR,Bijagua
UPN,Licenciado y General Ignacio Lopez Rayon Airport,MX,Uruapan
UPP,Upolu Point,US,Hawi
UPR,Upiara,PG,
UPV,Upavon,GB,Rushall
UQE,Queen,US,
URA,Uralsk Airport,KZ,Oral
URB,Ernesto Pochler,BR,Castilho
URC,Urumqi Diwopu International Airport,CN,
URD,Burg Feuerstein,DE,Ebermannstadt
URE,Kuressaare Airport,EE,Kuressaare
URG,Ruben Berta Airport,BR,Uruguaiana
URI,Uribe,CO,Mesetas
URJ,Uraj Airport,RU,Uray
URM,Uriman,VE,
URN,Urgoon,AF,Urgun
URO,Boos,FR,Boos
URR,Urrao,CO,Urrao
URS,Kursk Vostochny Airport,RU,Kursk
URT,Surat Thani Airport,TH,Phunphin
URU,Uroubi,PG,Popondetta
URY,Gurayat Airport,SA,Al Qurayyat
URZ,Uruzgan,AF,Uruzgan
USA,Concord-Padgett Regional Airport,US,Harrisburg
